Agency,Type,Distribution,Product,Duration,Destination,Sales,Commision,Age,Claim
JZI,Airlines,Online,Basic Plan,36,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,33,No
C2B,Airlines,Online,Silver Plan,107,SINGAPORE,54.5,13.63,35,No
JZI,Airlines,Online,Basic Plan,13,CHINA,35.0,12.25,43,No
C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,16.0,4.0,28,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,18.0,4.5,46,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,29.0,7.25,34,Yes
RAB,Airlines,Online,Value Plan,2,BRUNEI DARUSSALAM,15.0,6.0,65,No
JZI,Airlines,Online,Basic Plan,2,INDONESIA,18.0,6.3,39,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,25.0,6.25,43,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,53,No
C2B,Airlines,Online,Silver Plan,116,SINGAPORE,49.5,12.38,27,No
JZI,Airlines,Online,Basic Plan,20,CHINA,44.0,15.4,39,No
JZI,Airlines,Online,Value Plan,21,THAILAND,33.0,11.55,18,No
JZI,Airlines,Online,Basic Plan,47,AUSTRALIA,22.0,7.7,41,No
JZI,Airlines,Online,Basic Plan,5,CHINA,26.0,9.1,50,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,26,No
JZI,Airlines,Online,Basic Plan,5,SWITZERLAND,36.0,12.6,33,No
JZI,Airlines,Online,Value Plan,14,"KOREA, REPUBLIC OF",58.0,20.3,52,No
JZI,Airlines,Online,Basic Plan,4,MALAYSIA,18.0,6.3,50,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,33.5,8.38,34,No
JZI,Airlines,Online,Basic Plan,29,AUSTRALIA,44.0,15.4,20,No
KML,Travel Agency,Online,Value Plan,38,INDONESIA,33.0,12.54,48,No
JZI,Airlines,Online,Basic Plan,30,INDIA,26.0,9.1,28,No
JZI,Airlines,Online,Basic Plan,58,HONG KONG,26.0,9.1,34,No
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,18.5,4.63,38,No
JZI,Airlines,Online,Basic Plan,50,INDIA,44.0,15.4,49,No
JZI,Airlines,Online,Basic Plan,9,HONG KONG,22.0,7.7,47,No
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,13.5,3.38,31,No
ART,Airlines,Online,24 Protect,5,PHILIPPINES,13.28,4.65,48,No
ART,Airlines,Online,Value Plan,49,CHINA,40.0,14.0,62,No
JZI,Airlines,Online,Basic Plan,108,THAILAND,22.0,7.7,30,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,47.5,11.88,28,No
CCR,Travel Agency,Offline,Comprehensive Plan,51,MALAYSIA,29.0,9.57,32,No
JZI,Airlines,Online,Basic Plan,3,BAHRAIN,31.0,10.85,47,No
JZI,Airlines,Online,Basic Plan,26,JAPAN,26.0,9.1,49,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,17.55,4.39,31,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,29.5,7.38,28,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,13.5,3.38,30,No
JZI,Airlines,Online,Basic Plan,14,INDONESIA,30.0,10.5,43,No
JZI,Airlines,Online,Basic Plan,32,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,39,No
JZI,Airlines,Online,Basic Plan,13,CHINA,22.0,7.7,46,No
JZI,Airlines,Online,Basic Plan,45,PHILIPPINES,22.0,7.7,28,No
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,33.5,8.38,27,No
TST,Travel Agency,Offline,Travel Cruise Protect,59,MALAYSIA,30.0,10.5,57,No
JZI,Airlines,Online,Basic Plan,8,MALAYSIA,18.0,6.3,27,No
JZI,Airlines,Online,Basic Plan,13,VIET NAM,22.0,7.7,44,No
KML,Travel Agency,Online,Value Plan,12,INDONESIA,28.0,10.64,48,No
JZI,Airlines,Online,Basic Plan,9,CHINA,26.0,9.1,33,No
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,63.5,15.88,27,Yes
C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,29.5,7.38,25,No
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,40.0,10.0,33,No
JZI,Airlines,Online,Basic Plan,7,CHINA,26.0,9.1,45,No
JZI,Airlines,Online,Basic Plan,6,PHILIPPINES,18.0,6.3,25,No
CSR,Travel Agency,Offline,Comprehensive Plan,55,MALAYSIA,29.0,9.57,84,No
ART,Airlines,Online,Value Plan,20,VIET NAM,23.0,8.05,48,No
C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,22.1,5.53,63,No
JZI,Airlines,Online,Basic Plan,3,INDONESIA,18.0,6.3,28,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,16.0,4.0,28,No
JZI,Airlines,Online,Basic Plan,7,MYANMAR,18.0,6.3,65,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,22.5,5.63,68,No
JZI,Airlines,Online,Basic Plan,35,AUSTRALIA,22.0,7.7,43,No
JZI,Airlines,Online,Value Plan,13,"KOREA, REPUBLIC OF",58.0,20.3,41,No
JZI,Airlines,Online,Basic Plan,15,VIET NAM,22.0,7.7,38,No
JZI,Airlines,Online,Basic Plan,62,THAILAND,33.0,11.55,47,No
JZI,Airlines,Online,Basic Plan,118,JAPAN,35.0,12.25,41,No
JZI,Airlines,Online,Basic Plan,97,JAPAN,44.0,15.4,20,No
ART,Airlines,Online,24 Protect,49,PHILIPPINES,25.18,8.81,48,No
JZI,Airlines,Online,Basic Plan,64,HONG KONG,35.0,12.25,30,No
RAB,Airlines,Online,Value Plan,15,BRUNEI DARUSSALAM,23.0,9.2,60,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,5,PHILIPPINES,25.0,16.25,38,No
JZI,Airlines,Online,Basic Plan,24,THAILAND,18.0,6.3,46,No
C2B,Airlines,Online,Silver Plan,52,SINGAPORE,67.0,16.75,43,No
JZI,Airlines,Online,Basic Plan,54,AUSTRALIA,44.0,15.4,68,No
TST,Travel Agency,Offline,Travel Cruise Protect,21,THAILAND,30.0,10.5,31,No
TST,Travel Agency,Offline,Travel Cruise Protect,62,THAILAND,30.0,10.5,20,No
C2B,Airlines,Online,Gold Plan,9,SINGAPORE,66.3,16.57,37,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,58,No
ART,Airlines,Online,24 Protect,3,PHILIPPINES,6.89,2.41,48,No
JZI,Airlines,Online,Basic Plan,21,HONG KONG,26.0,9.1,56,No
TST,Travel Agency,Offline,Travel Cruise Protect,31,MALAYSIA,30.0,10.5,64,No
JZI,Airlines,Online,Basic Plan,27,AUSTRALIA,0.0,7.7,57,No
JZI,Airlines,Online,Basic Plan,59,HONG KONG,26.0,9.1,34,No
JZI,Airlines,Online,Basic Plan,5,HONG KONG,22.0,7.7,57,No
CBH,Travel Agency,Offline,Comprehensive Plan,61,THAILAND,29.0,9.57,44,No
ART,Airlines,Online,Value Plan,11,CHINA,40.0,14.0,59,No
C2B,Airlines,Online,Silver Plan,51,SINGAPORE,27.0,6.75,24,No
C2B,Airlines,Online,Bronze Plan,35,SINGAPORE,27.0,6.75,30,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,35.5,8.88,27,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,16.0,4.0,47,No
CBH,Travel Agency,Offline,Comprehensive Plan,27,MALAYSIA,29.0,9.57,27,No
KML,Travel Agency,Online,Value Plan,22,INDONESIA,28.0,10.64,48,No
JZI,Airlines,Online,Basic Plan,103,MYANMAR,42.0,14.7,35,No
JZI,Airlines,Online,Basic Plan,16,THAILAND,22.0,7.7,45,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,40.0,10.0,44,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,47.0,11.75,57,No
RAB,Airlines,Online,Value Plan,61,BRUNEI DARUSSALAM,15.0,6.0,52,No
KML,Travel Agency,Online,Value Plan,110,INDONESIA,28.0,10.64,48,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,54.5,13.63,36,No
JZI,Airlines,Online,Value Plan,25,JAPAN,58.0,20.3,39,No
JZI,Airlines,Online,Basic Plan,23,JAPAN,44.0,15.4,37,No
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,56.5,14.13,25,No
KML,Travel Agency,Online,Value Plan,7,INDONESIA,33.0,12.54,48,No
JZI,Airlines,Online,Basic Plan,6,INDONESIA,18.0,6.3,72,No
JZI,Airlines,Online,Basic Plan,8,HONG KONG,26.0,9.1,44,No
TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30.0,10.5,50,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,36.75,9.19,33,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,16.0,4.0,39,No
RAB,Airlines,Online,Value Plan,5,BRUNEI DARUSSALAM,15.0,6.0,30,No
JZI,Airlines,Online,Basic Plan,10,MALAYSIA,18.0,6.3,52,No
JZI,Airlines,Online,Basic Plan,41,PHILIPPINES,42.0,14.7,49,No
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,29.0,7.25,75,No
JZI,Airlines,Online,Basic Plan,24,THAILAND,18.0,6.3,51,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,58.2,14.55,44,No
RAB,Airlines,Online,Value Plan,92,BRUNEI DARUSSALAM,23.0,9.2,68,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,17.55,4.39,32,Yes
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,45.5,11.38,23,No
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,53.5,13.38,24,No
JZI,Airlines,Online,Basic Plan,4,PHILIPPINES,18.0,6.3,50,No
JZI,Airlines,Online,Basic Plan,53,THAILAND,22.0,7.7,48,No
JZI,Airlines,Online,Basic Plan,16,THAILAND,18.0,6.3,50,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,24.5,6.13,30,No
JZI,Airlines,Online,Basic Plan,16,MALAYSIA,22.0,7.7,55,No
C2B,Airlines,Online,Bronze Plan,103,SINGAPORE,27.0,6.75,26,No
C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,60.0,15.0,24,No
JZI,Airlines,Online,Basic Plan,18,THAILAND,22.0,7.7,69,No
JZI,Airlines,Online,Basic Plan,73,"KOREA, REPUBLIC OF",44.0,15.4,27,No
C2B,Airlines,Online,Bronze Plan,78,SINGAPORE,23.5,5.88,28,No
C2B,Airlines,Online,Bronze Plan,113,SINGAPORE,33.5,8.38,29,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,61.1,15.28,35,No
JZI,Airlines,Online,Basic Plan,9,CHINA,26.0,9.1,47,No
JZI,Airlines,Online,Basic Plan,31,VIET NAM,22.0,7.7,53,No
JZI,Airlines,Online,Value Plan,34,HONG KONG,58.0,20.3,57,No
C2B,Airlines,Online,Gold Plan,4,SINGAPORE,27.95,6.99,24,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,17.55,4.39,33,No
JZI,Airlines,Online,Basic Plan,7,MALAYSIA,18.0,6.3,47,No
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,10,HONG KONG,26.5,17.23,36,No
CSR,Travel Agency,Offline,Comprehensive Plan,41,THAILAND,29.0,9.57,23,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,57,No
TST,Travel Agency,Offline,Travel Cruise Protect,43,MALAYSIA,30.0,10.5,33,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,25.9,6.47,35,No
JZI,Airlines,Online,Basic Plan,15,PHILIPPINES,22.0,7.7,34,No
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,2,THAILAND,25.0,16.25,35,No
JZI,Airlines,Online,Basic Plan,10,CAMBODIA,22.0,7.7,39,No
JZI,Airlines,Online,Basic Plan,14,INDONESIA,18.0,6.3,25,No
JZI,Airlines,Online,Basic Plan,42,CHINA,35.0,12.25,34,No
JZI,Airlines,Online,Basic Plan,4,CHINA,22.0,7.7,28,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,30.0,7.5,32,No
JZI,Airlines,Online,Basic Plan,3,INDONESIA,18.0,6.3,42,No
JZI,Airlines,Online,Basic Plan,82,JAPAN,40.0,14.0,38,No
JZI,Airlines,Online,Value Plan,3,INDONESIA,26.0,9.1,59,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,34.5,8.63,31,No
JZI,Airlines,Online,Basic Plan,19,VIET NAM,22.0,7.7,55,No
JZI,Airlines,Online,Basic Plan,51,THAILAND,30.0,10.5,41,No
JZI,Airlines,Online,Basic Plan,26,THAILAND,18.0,6.3,38,No
JZI,Airlines,Online,Basic Plan,36,MYANMAR,37.0,12.95,33,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,23.5,5.88,37,No
JZI,Airlines,Online,Basic Plan,65,JAPAN,35.0,12.25,40,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,33.5,8.38,21,No
JZI,Airlines,Online,Value Plan,12,MALAYSIA,26.0,9.1,59,No
JZI,Airlines,Online,Basic Plan,2,CHINA,22.0,7.7,47,No
JZI,Airlines,Online,Basic Plan,93,CHINA,50.0,17.5,40,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,18.0,4.5,56,Yes
C2B,Airlines,Online,Bronze Plan,67,SINGAPORE,51.0,12.75,57,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16.0,4.0,23,No
JZI,Airlines,Online,Basic Plan,2,PHILIPPINES,18.0,6.3,43,No
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,27.0,6.75,43,No
TST,Travel Agency,Offline,Travel Cruise Protect,10,MALAYSIA,30.0,10.5,70,No
JZI,Airlines,Online,Basic Plan,7,THAILAND,18.0,6.3,38,No
JZI,Airlines,Online,Basic Plan,6,THAILAND,18.0,6.3,31,No
CSR,Travel Agency,Offline,Comprehensive Plan,49,MALAYSIA,29.0,9.57,84,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,18.0,4.5,42,No
JZI,Airlines,Online,Basic Plan,95,"KOREA, REPUBLIC OF",35.0,12.25,26,Yes
JZI,Airlines,Online,Basic Plan,11,HONG KONG,26.0,9.1,39,No
JZI,Airlines,Online,Basic Plan,38,INDONESIA,18.0,6.3,56,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,16.0,4.0,56,No
JZI,Airlines,Online,Basic Plan,10,HONG KONG,26.0,9.1,45,No
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,23.0,5.75,46,No
C2B,Airlines,Online,Silver Plan,23,SINGAPORE,62.0,15.5,28,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,40.0,10.0,61,No
JZI,Airlines,Online,Basic Plan,3,INDONESIA,18.0,6.3,48,No
RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,58,No
JZI,Airlines,Online,Basic Plan,22,JAPAN,26.0,9.1,49,No
JZI,Airlines,Online,Basic Plan,22,MALAYSIA,22.0,7.7,26,No
JZI,Airlines,Online,Basic Plan,37,JAPAN,35.0,12.25,40,No
JZI,Airlines,Online,Basic Plan,30,THAILAND,22.0,7.7,22,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,33.5,8.38,35,Yes
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,36.75,9.19,36,No
JZI,Airlines,Online,Basic Plan,63,CHINA,40.0,14.0,28,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,47.5,11.88,29,No
JZI,Airlines,Online,Basic Plan,6,VIET NAM,22.0,7.7,63,No
JZI,Airlines,Online,Basic Plan,42,"KOREA, REPUBLIC OF",35.0,12.25,22,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,18.0,4.5,40,No
JZI,Airlines,Online,Basic Plan,39,THAILAND,22.0,7.7,60,No
C2B,Airlines,Online,Silver Plan,22,SINGAPORE,63.5,15.88,30,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,MALAYSIA,27.0,17.55,56,No
JZI,Airlines,Online,Basic Plan,19,CHINA,35.0,12.25,67,No
C2B,Airlines,Online,Silver Plan,32,SINGAPORE,62.0,15.5,35,No
C2B,Airlines,Online,Silver Plan,59,SINGAPORE,63.5,15.88,31,No
JZI,Airlines,Online,Basic Plan,17,CHINA,26.0,9.1,27,No
JZI,Airlines,Online,Basic Plan,28,INDONESIA,47.0,16.45,50,No
JZI,Airlines,Online,Basic Plan,7,INDONESIA,22.0,7.7,31,No
JZI,Airlines,Online,Basic Plan,73,MALAYSIA,33.0,11.55,51,No
C2B,Airlines,Online,Silver Plan,26,SINGAPORE,39.0,9.75,35,No
JZI,Airlines,Online,Basic Plan,4,INDONESIA,18.0,6.3,28,No
C2B,Airlines,Online,Silver Plan,60,SINGAPORE,62.0,15.5,22,No
TST,Travel Agency,Offline,Travel Cruise Protect,5,THAILAND,30.0,10.5,55,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,13.5,3.38,36,No
CCR,Travel Agency,Offline,Comprehensive Plan,4,MALAYSIA,29.0,9.57,25,Yes
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,33.5,8.38,28,No
C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,34.5,8.63,66,No
C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,60.0,15.0,33,No
C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,60.0,15.0,25,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,27.0,6.75,32,No
JZI,Airlines,Online,Basic Plan,31,INDONESIA,22.0,7.7,27,No
C2B,Airlines,Online,Silver Plan,17,SINGAPORE,46.8,11.7,46,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,29.0,7.25,56,No
JZI,Airlines,Online,Value Plan,9,HONG KONG,45.0,15.75,46,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,18.0,4.5,28,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,27.0,6.75,22,No
JZI,Airlines,Online,Basic Plan,22,MALAYSIA,18.0,6.3,69,No
JZI,Airlines,Online,Basic Plan,3,INDONESIA,18.0,6.3,38,No
JZI,Airlines,Online,Basic Plan,29,CHINA,26.0,9.1,30,No
JZI,Airlines,Online,Basic Plan,12,HONG KONG,26.0,9.1,36,No
JZI,Airlines,Online,Basic Plan,7,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,47,No
TST,Travel Agency,Offline,Travel Cruise Protect,31,MALAYSIA,30.0,10.5,29,No
JZI,Airlines,Online,Basic Plan,1,INDONESIA,18.0,6.3,40,No
C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,29.9,7.47,23,No
JZI,Airlines,Online,Basic Plan,10,INDONESIA,22.0,7.7,67,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16.0,4.0,23,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,24.5,6.13,44,No
TST,Travel Agency,Offline,Travel Cruise Protect,71,THAILAND,30.0,10.5,24,No
JZI,Airlines,Online,Basic Plan,15,MYANMAR,33.0,11.55,39,No
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,40.5,10.13,30,No
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,32.5,8.13,26,No
JZI,Airlines,Online,Basic Plan,10,THAILAND,22.0,7.7,61,No
JZI,Airlines,Online,Basic Plan,47,THAILAND,22.0,7.7,36,No
C2B,Airlines,Online,Gold Plan,3,SINGAPORE,59.0,14.75,29,No
JZI,Airlines,Online,Basic Plan,51,CHINA,40.0,14.0,63,No
JZI,Airlines,Online,Basic Plan,4,MALAYSIA,18.0,6.3,50,No
ART,Airlines,Online,24 Protect,35,MALAYSIA,18.59,6.51,48,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20.0,5.0,33,No
C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,53.5,13.38,30,No
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,23.0,5.75,34,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,17.0,4.25,25,No
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,19.5,4.88,33,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,62.0,15.5,34,No
C2B,Airlines,Online,Bronze Plan,70,SINGAPORE,18.9,4.72,56,No
JZI,Airlines,Online,Basic Plan,25,INDIA,35.0,12.25,48,No
JZI,Airlines,Online,Basic Plan,73,CHINA,26.0,9.1,31,No
JZI,Airlines,Online,Basic Plan,13,MALAYSIA,18.0,6.3,50,No
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,17.0,4.25,27,No
JZI,Airlines,Online,Basic Plan,12,CHINA,26.0,9.1,65,No
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,22.5,5.63,61,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,17.55,4.39,28,No
C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,39.0,9.75,44,No
C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,30.55,7.64,34,Yes
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,16.0,4.0,30,No
JZI,Airlines,Online,Basic Plan,13,THAILAND,33.0,11.55,45,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,22.5,5.63,23,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,23.4,5.85,37,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,40.0,10.0,25,No
JZI,Airlines,Online,Basic Plan,24,HONG KONG,26.0,9.1,61,No
JZI,Airlines,Online,Basic Plan,106,CHINA,44.0,15.4,27,No
RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15.0,6.0,42,No
JZI,Airlines,Online,Basic Plan,50,CHINA,40.0,14.0,49,No
C2B,Airlines,Online,Silver Plan,124,SINGAPORE,43.55,10.89,38,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,13.5,3.38,40,No
JZI,Airlines,Online,Basic Plan,11,THAILAND,30.0,10.5,45,No
RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15.0,6.0,28,No
C2B,Airlines,Online,Silver Plan,21,SINGAPORE,63.5,15.88,37,No
C2B,Airlines,Online,Silver Plan,121,SINGAPORE,54.5,13.63,31,No
JZI,Airlines,Online,Basic Plan,12,PHILIPPINES,22.0,7.7,47,No
JZI,Airlines,Online,Basic Plan,36,CHINA,22.0,7.7,31,No
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,24.5,6.13,33,No
JZI,Airlines,Online,Basic Plan,8,"KOREA, REPUBLIC OF",22.0,7.7,39,No
JZI,Airlines,Online,Value Plan,20,CHINA,58.0,20.3,46,No
C2B,Airlines,Online,Silver Plan,30,SINGAPORE,33.5,8.38,40,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,16.0,4.0,55,No
JZI,Airlines,Online,Basic Plan,4,HONG KONG,22.0,7.7,34,No
JZI,Airlines,Online,Basic Plan,18,HONG KONG,35.0,12.25,57,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,34.5,8.63,36,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,11.5,2.88,13,No
JZI,Airlines,Online,Basic Plan,88,"KOREA, REPUBLIC OF",26.0,9.1,55,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,11.5,2.88,34,No
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,46.8,11.7,26,No
RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,72,No
C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,13.5,3.38,29,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,21.0,5.25,53,No
C2B,Airlines,Online,Silver Plan,32,SINGAPORE,47.5,11.88,26,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,24.5,6.13,35,No
JZI,Airlines,Online,Basic Plan,11,CHINA,26.0,9.1,50,No
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,29.5,7.38,55,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,16.0,4.0,51,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,39.0,9.75,5,No
JZI,Airlines,Online,Basic Plan,55,HONG KONG,26.0,9.1,53,No
JZI,Airlines,Online,Basic Plan,70,THAILAND,33.0,11.55,53,No
TST,Travel Agency,Offline,Travel Cruise Protect,43,MALAYSIA,30.0,10.5,41,No
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,34.5,8.63,29,No
JZI,Airlines,Online,Basic Plan,2,CHINA,22.0,7.7,61,No
JZI,Airlines,Online,Basic Plan,13,CHINA,22.0,7.7,50,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,38.35,9.59,71,No
JZI,Airlines,Online,Basic Plan,21,THAILAND,22.0,7.7,31,No
JZI,Airlines,Online,Basic Plan,13,MYANMAR,22.0,7.7,58,No
JZI,Airlines,Online,Value Plan,30,CHINA,58.0,20.3,33,No
JZI,Airlines,Online,Basic Plan,17,HONG KONG,26.0,9.1,36,No
JZI,Airlines,Online,Basic Plan,3,INDONESIA,18.0,6.3,62,No
JZI,Airlines,Online,Basic Plan,10,THAILAND,22.0,7.7,30,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,18.5,4.63,44,No
C2B,Airlines,Online,Silver Plan,77,SINGAPORE,22.5,5.63,53,No
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,16.0,4.0,31,No
JZI,Airlines,Online,Basic Plan,27,MYANMAR,22.0,7.7,45,No
JZI,Airlines,Online,Basic Plan,90,JAPAN,35.0,12.25,29,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,23,No
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,37.05,9.26,23,No
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,22.5,5.63,24,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,28.5,7.13,29,No
JZI,Airlines,Online,Basic Plan,11,CHINA,35.0,12.25,34,No
KML,Travel Agency,Online,Value Plan,12,INDONESIA,33.0,12.54,48,No
C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,32.9,8.22,51,No
C2B,Airlines,Online,Silver Plan,17,SINGAPORE,35.5,8.88,54,No
JZI,Airlines,Online,Basic Plan,21,THAILAND,22.0,7.7,52,No
JZI,Airlines,Online,Basic Plan,5,CHINA,22.0,7.7,41,No
JZI,Airlines,Online,Basic Plan,55,THAILAND,22.0,7.7,36,No
JZI,Airlines,Online,Basic Plan,54,JAPAN,26.0,9.1,32,No
JZI,Airlines,Online,Basic Plan,75,HONG KONG,26.0,9.1,66,No
JZI,Airlines,Online,Basic Plan,46,HONG KONG,22.0,7.7,40,No
JZI,Airlines,Online,Basic Plan,5,BRUNEI DARUSSALAM,18.0,6.3,27,No
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,30.55,7.64,26,No
JZI,Airlines,Online,Value Plan,46,JAPAN,45.0,15.75,48,No
JZI,Airlines,Online,Basic Plan,10,MALAYSIA,18.0,6.3,43,No
C2B,Airlines,Online,Silver Plan,34,SINGAPORE,62.0,15.5,60,No
RAB,Airlines,Online,Value Plan,7,BRUNEI DARUSSALAM,15.0,6.0,61,No
JZI,Airlines,Online,Basic Plan,52,CHINA,22.0,7.7,64,No
JZI,Airlines,Online,Basic Plan,13,MALAYSIA,18.0,6.3,47,No
KML,Travel Agency,Online,Value Plan,8,INDONESIA,33.0,12.54,48,No
C2B,Airlines,Online,Silver Plan,20,SINGAPORE,24.05,6.01,49,No
